,x,y,thickness,snr,mask,smb,surf_temp,base_temp,vx,vy,v,snr_pred,snr_pred_std
62,-739500,1551000,136.60448,,3,278.26797,,271.3991241455078,-971.20166,794.62573,1254.8557,,
6725,40500,1506000,2553.6968,,2,53.74672,243.71828231565868,270.9786682128906,-4.609558,-3.2414546,5.6351624,76.33222598853217,14.590734163957652
5461,-1304500,-674000,3606.018,,2,579.05457,256.1561010126275,270.8432312011719,-3.1704175,37.20391,37.338753,89.18373605857931,14.444184983461513
2736,340500,951000,2491.3843,,2,29.661541,243.96484325218526,270.9649658203125,-8.089943,-5.129761,9.579229,75.16243035365758,14.610837376004996
2900,1850500,1586000,670.6582,,2,174.86435,262.0516555630362,272.0555114746094,-28.893404,99.17902,103.302025,48.433438881860674,14.534997182661776
3482,-1029500,-1189000,554.59235,,2,887.23065,260.2627146895066,271.48590087890625,-16.738594,-14.383943,22.069853,44.333951077098966,14.449140801457007
3045,1355500,1406000,2518.728,,2,82.92687,248.20220776793195,271.0165710449219,5.1485667,9.306527,10.635751,75.65239996588187,14.45299365186258
6028,-1489500,-254000,1870.5885,,2,595.8416,260.3979554920535,271.5621337890625,-58.483166,41.859287,71.91996,63.614775937774255,14.459763722917943
9627,1685500,496000,941.9812,,2,47.583862,253.0173067481362,267.170654296875,1.0755783,17.769075,17.8016,47.55491328335516,14.486731670562946
7983,-894500,626000,662.188,,3,101.37963,261.03444655017626,271.20001220703125,-251.34305,324.00922,410.06744,29.607176188444598,14.702891595682898
7863,1595500,-1684000,3448.673,,2,199.17818,249.62506177526558,270.1148681640625,2.0867643,-27.399166,27.478518,87.39210030326205,14.41696542889208
3223,1865500,-984000,3185.2185,87.384,2,154.40648,247.28029436350667,270.51416015625,9.727355,-3.494933,10.33615,84.33848822955227,14.552790324980482
7263,1565500,316000,2311.7886,,2,51.647205,245.5344726239316,271.0248718261719,-2.047429,7.994354,8.252373,72.63231879492217,14.365767113886054
409,725500,1586000,2206.7246,,2,65.94575,244.07190566198625,269.4359130859375,0.5956708,1.450641,1.5681783,69.97190016529322,14.245946982134026
5579,1480500,-1264000,2810.125,,2,72.72353,242.2267628292987,262.6235656738281,0.701925,-0.85638535,1.1072915,71.40347487199321,14.491250791431609
6997,-1439500,-99000,2004.2646,,2,447.30273,255.15623254914976,271.5274963378906,-68.08853,-9.712057,68.7777,65.97229164076919,14.629006726416652
6242,-859500,-1089000,223.45981,,2,274.4117,259.664852801659,270.87762451171875,-2.796671,0.61056256,2.8625433,42.13648835497962,14.58125366883566
1510,1325500,1866000,185.68013,,3,842.0737,,271.45001220703125,26.61892,-0.040057093,26.61895,,
496,-259500,-894000,492.1141,,3,74.83887,263.2164140719775,271.20001220703125,27.061836,-50.283775,57.103424,28.026535928859754,14.362140057730967
2943,-99500,-984000,394.5094,,3,82.99267,263.82759102452917,271.20001220703125,44.52734,-527.3315,529.20807,25.121016029304727,14.196310045239814
1603,1785500,-384000,3220.344,,2,68.59316,241.03970932829466,269.7320251464844,1.9398535,-3.9369893,4.388954,84.84302867267938,14.539074353288276
6468,1525500,-1709000,2641.1816,,2,181.74884,249.96389920671822,269.4797668457031,-4.076649,-0.97745425,4.1921935,75.38051740488521,14.22702569426816
2833,845500,-1034000,3131.8606,,2,28.052162,242.18619832985127,270.4676513671875,-9.76327,-1.2202468,9.839231,83.61646698343966,14.235474205714901
7725,590500,1506000,2854.674,,2,52.738487,241.04481859730905,269.7146301269531,0.8826598,0.39639667,0.9675839,80.81024701906458,14.230445638337928
1830,-624500,1461000,81.62425,,3,441.4921,265.37995726006034,271.4344482421875,-885.05164,172.55742,901.7164,19.061400224524895,14.472817088360008
484,-1774500,-289000,622.6594,,3,442.91333,263.9458783435284,272.40655517578125,0.5502845,-29.877853,29.88292,31.011238649442653,14.428073662463744
6448,25500,1391000,2243.1165,,2,50.633007,244.78882900050183,271.1112365722656,-5.0352893,-1.4228163,5.232451,71.99692112035903,14.506669244737585
6359,1520500,-1664000,3028.2563,,2,162.58676,249.96389920671822,270.4584655761719,-2.2563615,-0.48662078,2.308239,83.38224152584824,14.357294797408814
430,-1764500,481000,304.89822,36.79,2,1154.8835,,270.00079345703125,44.547585,57.28451,72.56723,,
4268,-584500,-709000,950.5413,,2,74.18941,261.96201111578415,272.0066223144531,-0.93065065,-1.5389429,1.7984593,55.26045210088228,14.436714869001008
7740,1090500,1426000,1841.2086,,2,57.9081,244.57694916273954,264.33917236328125,0.30416763,2.8948674,2.9108033,58.36224054039441,14.31823242739872
7659,100500,-424000,1012.0541,,2,29.979797,246.54928182861804,264.1466979980469,-0.40410835,-1.7130166,1.7600368,46.95840232705173,14.65736502953735
1830,295500,1926000,1032.684,,2,200.38727,252.33808362189325,267.9009704589844,-41.74979,43.256863,60.118225,48.439260061986374,14.404459158303291
5002,455500,121000,3040.6372,,2,31.79374,239.94129390337307,270.5374450683594,-2.9587731,-1.6110876,3.3689673,82.98095337334524,14.535586498073968
2878,1845500,-1259000,2612.7615,,2,193.46353,248.9953056626617,270.0830078125,5.0894046,-0.75397795,5.1449513,76.19157094209201,14.59770429064494
3861,1895500,311000,2186.8225,,2,89.072044,248.00364299487364,271.0521240234375,3.7284355,9.803654,10.488701,70.36986602878561,14.207366510691605
1768,1790500,-1709000,1683.9778,,2,461.27826,254.14831311631602,268.1419982910156,-4.851147,-9.196579,10.39763,58.64513761879195,14.531914667314181
1094,755500,-1339000,2735.6433,,2,34.394485,244.7662243557717,270.7929992675781,-7.0702214,-7.5491533,10.343004,78.43657486562432,14.336418926621704
3805,895500,1606000,1684.7101,,2,151.02963,250.99798428995888,271.7837829589844,17.118244,26.788275,31.790659,63.049760137466166,14.569958801827779
2060,-1684500,141000,1638.665,,2,540.42334,257.49813567373405,271.8627624511719,-15.811963,2.429105,15.99746,61.86350863665397,14.63705267509863
4018,905500,1041000,2950.3103,,2,26.32436,237.17818573777132,265.67620849609375,-0.40183344,-0.37020215,0.5463696,77.51282731491759,14.060451377733395
283,-784500,-784000,1663.02,,2,96.60372,261.5062023891693,271.59417724609375,48.311813,-46.59492,67.12018,62.47337139382963,14.385319443030694
7883,-904500,-819000,2125.7341,,2,138.81267,259.15686760056417,271.25933837890625,34.348606,3.9958198,34.580246,69.15029407998338,14.266804927908657
3195,2360500,-344000,3517.2317,,2,448.29922,254.00641478141705,267.3724365234375,89.32745,-21.893347,91.97126,83.51432943174893,14.461884723333002
1997,1300500,1146000,2809.8394,,2,46.441185,242.03686833093147,270.0945739746094,1.2073946,-1.1017177,1.634498,80.0084320530251,14.070002655552377
2230,2315500,-19000,2177.5835,,2,185.44519,252.28041081256438,271.4786376953125,13.753274,8.099624,15.961091,71.04616363443932,14.449425143855727
3434,-619500,671000,921.4278,,3,93.30376,260.0198695849905,270.6378479003906,-28.724321,70.56203,76.184555,33.59886580298952,14.487046033717998
688,2235500,-309000,2460.6028,,2,216.83612,250.39803224660545,269.8792419433594,16.329424,-16.596693,23.283049,72.18369148977361,14.647883150355733
5513,980500,-934000,2635.373,,2,23.600056,241.7592647144843,270.7685546875,-6.592582,-2.2961967,6.9810214,77.16450575148686,14.42113709409448
3562,880500,1321000,2639.5771,,2,54.351364,242.7753899430078,268.1368103027344,2.0944862,2.1378772,2.9928901,74.5871551482437,14.27288093641137
1517,870500,-1889000,2705.113,,2,192.23265,253.98651959752783,271.0635070800781,3.6942413,-2.5377686,4.4819293,78.41053087619599,14.410602345441124
6104,10500,-124000,2546.27,,2,83.645836,240.67068076175707,266.8707275390625,2.5614371,-6.6681337,7.143176,70.96553231303609,14.433395496193373
3722,-609500,-479000,1412.8136,,2,65.72105,261.5841574482218,271.68353271484375,15.316637,7.518862,17.06261,60.05138117719414,14.446996627991957
5986,1000500,-299000,2696.5918,,2,20.060574,238.44892287217732,268.6760559082031,-1.5490477,-3.0872626,3.4540904,75.74927376530658,14.584387468909632
9280,170500,1821000,2003.4921,,2,66.80555,245.8953728079463,271.45025634765625,-3.0301108,1.934972,3.5952313,69.42336310912906,14.455295259197007
848,-254500,-139000,1843.6578,,2,121.904335,246.1447980316475,268.7378234863281,-2.830701,0.49718118,2.8740318,63.440527553986904,14.041607685073311
3594,-619500,-839000,976.1196,,2,82.12754,261.8439560362856,272.1632080078125,-1.1236335,-4.413772,4.554551,55.50280395966399,14.667342455090248
9391,1670500,-324000,3256.4744,,2,50.32154,237.96563247131857,268.4336853027344,0.7122676,-1.2688886,1.45513,84.5978117251211,14.69352363123313
4244,915500,1411000,2436.3145,,2,69.1865,242.92874542660562,269.5184020996094,3.137941,4.6549687,5.6138587,72.79912452417177,14.471062666372346
7863,1595500,316000,2224.191,,2,55.32649,245.5344726239316,271.01214599609375,-0.34797394,6.39903,6.4084845,71.57874436825753,14.564542400221532
478,-1274500,-304000,2733.6255,,2,531.0539,255.41084445503225,270.9979553222656,-36.248413,-21.287773,42.03709,76.30510670479251,14.571129890664698
109,720500,-1874000,1633.9011,,2,127.71501,253.67725399582497,268.9626159667969,-2.6331046,-0.8640466,2.771248,60.74167488128299,14.7149031741639
5551,1980500,-624000,4003.589,,2,122.38091,244.93057250906705,269.8188781738281,4.469295,-8.246973,9.380148,95.95937997647871,14.35733392337425
585,445500,-1929000,0.19436722,,2,156.47165,252.66228996480476,258.9399108886719,-4.4537716,1.5174254,4.705174,24.948476399249984,14.371369012247554
4180,1140500,-1899000,2269.1963,,2,241.1727,256.3467696426636,271.4380798339844,-0.3069759,-46.704514,46.70552,71.1358705614907,14.703119630100412
7028,555500,-9000,2991.9834,,2,30.728563,239.45227492816488,270.47406005859375,-1.7982101,-2.279963,2.9037547,82.35738760875026,14.17078303590614
1030,255500,-1204000,342.29825,,3,120.331566,263.10029432165106,271.20001220703125,-58.297123,-447.3022,451.08514,24.733834650874957,14.40474524491797
2880,2345500,-269000,1294.4985,,2,181.94539,249.7942095449078,265.37432861328125,1.1695127,-0.17083707,1.1819245,52.27274892113959,14.361367876085508
2625,-1664500,-224000,840.04974,,2,369.3525,262.5518220342757,272.3841552734375,14.229776,-3.633877,14.686443,51.37157235718721,14.795453320048232
2936,-649500,-549000,1672.7773,,2,75.525764,261.0479938543811,271.60882568359375,25.63191,-34.557156,43.02548,63.21139762829188,14.390587949640128
8013,-394500,246000,1869.1849,,2,69.15485,250.0669361318413,271.2869873046875,-7.367652,6.2490096,9.660871,66.46962671586266,14.679430137945912
1782,-2109500,991000,35.35002,,2,496.09497,260.6805909643481,264.5942077636719,0.2054625,-2.7149024,2.722666,31.906227548225882,14.352946104027211
6131,1510500,-1024000,3980.9954,,2,53.884464,240.60038960622614,269.8172607421875,5.4817777,-1.3373908,5.6425614,96.19191292549834,14.56360247872935
7068,-434500,901000,1957.2769,,2,55.616776,254.1615507678532,263.6828308105469,-0.016237646,0.007878774,0.018048165,63.36801117234727,14.613046897580595
998,760500,1981000,364.03,,3,157.82384,264.3872108079359,271.4093017578125,40.794876,73.92789,84.43669,26.248848446780524,14.24248100541717
4371,-79500,1276000,3178.657,,2,60.90235,246.97807335999028,270.4094543457031,-11.515998,-2.466606,11.777197,84.37139959356074,14.249639111138714
1017,-1209500,-1154000,481.64197,,3,971.67426,264.57749237213756,271.20001220703125,-513.5889,-445.3245,679.7702,23.391826054169652,14.475732565121831
1062,-244500,1321000,2833.3877,,2,82.74575,249.06590647086017,270.69091796875,-15.177699,-20.254368,25.310116,79.37170412424669,14.54073264622226
4237,1920500,-1429000,2015.1287,,2,447.61035,257.5882445999873,271.43072509765625,9.13823,-35.747387,36.896923,67.24577933283257,14.531203842558783
4061,-889500,911000,592.3186,,2,440.63403,,265.02081298828125,-0.4018164,16.235723,16.240696,,
3747,1090500,-1914000,2302.4976,,2,255.45996,257.19777258622287,271.4278259277344,5.3718967,-39.880127,40.240303,71.61495671093373,14.42478569518692
5141,960500,-1074000,2688.194,56.166,2,26.550312,241.50875570644672,270.529052734375,-5.3840756,-0.72307104,5.432412,77.8592292648094,14.768703048443653
5011,455500,1576000,2642.0242,,2,56.931545,240.51128705114223,270.8287658691406,-0.6130728,0.43922696,0.7541741,78.5953385655037,14.59802005179215
3668,-319500,2026000,612.4736,,2,572.1387,266.2615384045389,270.9256286621094,13.929576,18.73502,23.345964,46.02008634654905,14.517907733967196
9123,-329500,1096000,1780.7095,,2,83.19785,254.72504120960411,271.4686279296875,-96.894,-69.58145,119.28967,63.61341667032159,14.376774676524494
3550,1880500,366000,2045.7057,,2,91.1072,250.08350254955448,271.6763610839844,5.195018,13.882431,14.822621,69.09141709500085,14.646969248871152
3927,900500,-1004000,2921.0667,,2,25.303392,241.962242038055,270.57537841796875,-9.549903,-1.5753323,9.678963,81.0147910277794,14.483013417558574
7692,1585500,-829000,3387.9392,,2,51.633636,239.10809598819725,270.3074035644531,2.0388813,-0.02612988,2.0390487,88.55339125693298,14.192251935500007
3053,1855500,351000,2076.2239,,2,89.36932,247.8761435090152,271.3076171875,4.6155763,9.510496,10.571333,69.49223510789265,14.294581914753346
823,1330500,-1964000,1166.8373,,2,394.2532,264.33696966262795,271.3437805175781,0.858028,-14.15923,14.185204,55.0652647456641,14.560021783806905
2363,-1624500,706000,836.32324,,2,497.37726,255.58610786485832,265.7907409667969,-5.8365207,2.4630108,6.334934,43.53179315909547,14.339639754349236
5110,1960500,1171000,1714.4757,,2,172.79056,251.834356144977,271.6620178222656,13.32058,-3.980293,13.902538,64.14686257260304,14.374439086428612
2692,835500,-329000,2525.769,,2,27.791468,240.22942571051652,266.3581848144531,-3.4297428,-4.064328,5.318073,70.5993574735534,14.347809863101196
3943,1400500,916000,2343.1335,,2,79.54734,246.82278254722033,270.00238037109375,9.04949,-8.167589,12.190274,71.31113850807685,14.50675138017572
4732,940500,1471000,2161.3518,,2,69.92438,246.15935170702173,271.4247741699219,2.2720664,11.928152,12.142615,70.96964416468424,14.367666612395084
6615,35500,1556000,2895.3796,,2,55.147003,244.02646413302517,270.9204406738281,-2.3927927,-0.9149122,2.5617418,81.58247057799855,14.66276399667842
1219,-654500,1591000,75.56461,,3,292.5877,,271.2226104736328,-756.7776,557.6702,940.0576,,
2281,1315500,726000,1734.808,,2,74.86929,246.93046426235642,268.1615295410156,5.6686673,-6.7045207,8.779772,60.779757239950634,14.622702119003456
4759,940500,-1164000,2961.404,,2,27.69176,241.86810762712366,270.57440185546875,-4.0279775,-1.9595237,4.479323,82.16732772292369,14.680060728312236
6085,505500,706000,2130.235,,2,32.639545,242.22444043429215,268.60162353515625,-2.3630905,1.2139857,2.6566818,67.97139355595837,14.624908195394976
9572,-819500,181000,1519.4216,,2,123.152084,258.9274149739191,271.7235107421875,-22.495445,77.89642,81.079575,60.134152530678016,14.327459128253471
432,-769500,786000,646.5099,,2,126.650246,260.62887896886946,264.47509765625,23.09117,5.213736,23.672455,39.66387774932423,14.43605879864353
5538,1980500,426000,1774.3656,,2,87.855545,251.31150761584036,271.6656494140625,-0.5129231,13.536768,13.546482,65.12642140177114,14.552928082693494
3245,1365500,1406000,2519.8752,,2,82.92687,248.20220776793195,271.0028991699219,3.8969018,9.59846,10.359357,75.39633697668008,14.642070504716893
7701,-329500,1591000,409.0107,,2,68.837616,251.62634696555884,256.99884033203125,2.0859506,-0.80621904,2.2363317,29.14733624779711,14.719839676146279
42,1715500,1721000,297.93433,,2,367.2982,263.972276233436,268.6954040527344,-1.5590129,-5.98621,6.1858897,40.06972492500176,14.474259589326374
1089,-1729500,496000,358.8276,,3,843.893,264.32535768759533,272.3434143066406,-248.28235,47.927563,252.86592,24.436317503730884,14.54640731446564
4495,925500,-344000,3038.7007,,2,23.326614,239.38353203597157,270.5277404785156,-4.0627193,-4.358168,5.9581304,82.73743560522422,14.369659117290805
4828,675500,-1519000,1695.8629,,2,43.11244,250.1664894644545,271.5884704589844,-13.040526,2.0396466,13.199071,64.44212230016421,14.655503891563079
9666,185500,1301000,2837.3425,,2,44.354828,243.51894341093163,270.8411560058594,-7.909558,-3.5783637,8.681347,80.05460166339088,14.60064402856147
4754,1440500,1361000,2515.857,,2,82.77165,246.55717797164024,271.03564453125,1.8220664,2.6228511,3.1936302,76.13484504516298,14.420775628731128
1732,1290500,-29000,3092.599,,2,36.619614,236.22476517442405,266.04931640625,0.018419193,-0.74094796,0.7411769,79.8177323911285,14.39624894353561
6908,590500,-1004000,2299.303,62.88399999999999,2,37.20987,245.14910987918148,270.6496276855469,-8.012245,4.4378057,9.15916,71.67324991639167,14.526716159751452
2728,1840500,766000,438.98337,,2,52.22348,262.43763761312135,270.7918701171875,12.145258,-65.30608,66.42584,44.0178536061551,14.157840032693985
1569,280500,1286000,2913.0142,,2,40.676983,242.21460896209783,270.67230224609375,-4.807191,-0.61579055,4.8464713,81.32697616828924,14.341012479263668
3067,-139500,91000,2715.8445,,2,71.52801,244.14281612285225,270.6705017089844,-2.223375,5.8625374,6.269987,78.5599225193924,14.468839463715375
2980,850500,-269000,2385.247,,2,22.181877,239.70603528921168,267.94024658203125,-2.4369092,-3.5266533,4.2867017,70.4493455899046,14.680699893412568
3217,1655500,1751000,119.74391,,2,-0.0015597332,,268.9026794433594,96.98276,318.52484,332.96207,,
3871,-44500,-1044000,331.0047,,3,91.777016,264.47213305200796,271.20001220703125,-33.067806,-655.1029,655.93695,24.502093657484266,14.423947689147534
3155,860500,-1144000,3215.5103,,2,31.090612,242.03083010391447,270.401123046875,-5.2800217,-0.5085058,5.3044515,86.16242566507057,14.430110923649009
2332,1820500,-529000,3812.088,,2,81.09813,241.86501110044827,269.9488220214844,9.560301,-7.9528565,12.435726,93.01562010316425,14.187178581455923
813,245500,566000,3464.4414,,2,39.902515,243.96035328850598,270.4325866699219,-9.388224,6.410942,11.36833,88.88137367581436,14.502034886880221
438,725500,-1559000,2110.9412,,2,54.26708,247.5464408312549,271.3385009765625,-4.410583,0.64948875,4.4581475,70.17725617351438,14.489861388773006
7375,1070500,-244000,2671.8242,,2,19.994785,237.95014983794167,263.59515380859375,1.329664,-1.7178894,2.1723607,70.37795579470627,14.682949764343844
8163,1110500,316000,2194.2725,,2,38.834053,239.62637714048773,259.0516662597656,0.6545976,-1.3869281,1.5336452,58.29355737027402,14.500175189276385
1438,775500,-59000,2836.2126,,2,25.91914,238.78249620828183,268.4979248046875,-4.1232004,-4.9088864,6.410768,77.65946984362158,14.636574020878353
9623,1685500,-1484000,2266.7268,,2,222.80055,247.74314768830791,266.07513427734375,-0.8291685,-1.3428582,1.5782232,66.87819121305773,14.356950684551784
5106,960500,601000,3404.382,,2,33.078083,236.83787745614785,270.0631408691406,1.950763,1.0652813,2.2226787,88.00639359098108,14.748287739688648
1858,-684500,-1234000,24.245115,,3,604.82074,266.95748277482886,271.20001220703125,43.413067,-78.68981,89.87091,19.35011930658881,14.700559841564328
3254,-129500,-594000,730.9323,,3,113.38623,264.00076427884943,271.7181701660156,273.52036,-195.19472,336.0273,31.7210319122645,14.755372889963766
3561,1880500,311000,2188.6726,,2,89.072044,246.4016549193697,271.03717041015625,1.1549025,7.9662495,8.04953,70.93849164598647,14.445415362992959
8027,1605500,-504000,3418.8281,,2,42.68254,238.8764757928794,270.1251220703125,2.5799408,-3.0980215,4.0316043,88.10994086565572,14.489964362910333
489,-774500,186000,1714.1891,,2,126.18662,257.4213418121848,271.6640319824219,-8.719156,45.432167,46.261272,63.32904254435,14.587943342538178
2267,-684500,296000,992.74744,,2,98.20386,259.0380383893968,272.2096252441406,0.04560282,-0.7627489,0.7641109,57.02344838131237,14.601355447304753
3184,-1419500,-784000,1141.2423,,2,676.2931,262.59919889240894,272.27532958984375,-7.573417,-2.8286223,8.0844145,55.43287138943641,14.55581992226177
5568,1480500,-1709000,2760.0432,,2,152.55449,250.604415749519,268.25335693359375,1.3865438,-3.5369456,3.7990115,76.4272505366154,14.160373278834754
6853,-454500,-199000,1661.7512,,2,167.78644,251.27922632524957,269.6509094238281,-4.4279613,-3.745432,5.7995777,61.324299008768925,14.418215006175192
8864,145500,811000,2481.9348,,2,38.18767,244.8076404000548,270.49371337890625,-24.417355,3.4414341,24.658684,74.14570611637238,14.515952063721283
7852,100500,2006000,842.8456,,2,121.28328,252.83608252446,271.57012939453125,-7.043836,8.291336,10.879424,51.18796284321507,14.583068725980489
1454,-1224500,-329000,3205.4854,,2,374.10068,255.59477813954942,270.688232421875,-6.336153,-4.3878374,7.7071366,84.63194038442778,14.113678345619409
6953,1550500,366000,1933.8062,,2,51.476963,247.42203787207183,271.22357177734375,-2.5559494,10.769852,11.068992,67.90267011322643,14.540120825225353
6499,-1829500,886000,691.7606,,2,624.3917,256.3738642510731,265.219970703125,-56.443813,-23.2642,61.0502,38.99373637226971,14.493285581109816
5964,2075500,-1534000,211.8726,,2,2008.7236,263.5451877917352,267.1283264160156,3.657676,1.1835427,3.8443942,32.04445010191766,14.407106970426607
532,1730500,-1029000,3305.3208,,2,107.90595,244.37389442600198,270.09564208984375,6.004589,-0.095124245,6.0053425,86.37218103576446,14.176019338408405
4056,-594500,291000,1758.0298,,2,60.33493,257.7165182175146,271.81671142578125,-139.8869,152.16782,206.69638,63.73834813261364,14.327580173121824
218,715500,1541000,2490.2305,,2,67.17932,244.07190566198625,270.01220703125,0.35303372,-0.6104347,0.705169,75.68932822425582,14.375291282089178
5536,-519500,-94000,1883.8306,,2,160.28929,246.50221462315238,268.9920654296875,0.93213403,9.749202,9.793662,63.2397185309269,14.769721204201895
678,1235500,-1259000,2639.1118,,2,39.967896,241.89380879852925,265.32843017578125,-2.4113867,-3.5137072,4.2615633,71.20786971255625,14.439420947813087
6536,40500,-584000,0.0055903327,,2,187.64629,243.28763286828135,256.0118713378906,-5.2338176,8.887792,10.314343,20.43680173245751,14.536864111018003
4435,-1954500,1061000,1.1000004,,3,400.11716,266.06986340333333,271.20001220703125,26.769098,345.70068,346.73557,18.799479928401357,14.474260913612717
6162,10500,1321000,3086.6035,,2,50.701473,245.6627462414589,270.5340576171875,-8.38127,-1.5433517,8.522184,83.71966904053058,14.279035211382642
9806,-804500,-249000,1607.7026,,2,224.76627,253.87907012189234,271.57269287109375,-5.181934,-5.172525,7.321711,62.567657718658644,14.554684893987297
3080,-139500,-704000,608.862,,2,78.97847,263.456317476152,271.1499938964844,-0.50782996,-8.774198,8.788881,48.06649091527893,14.519464134652733
6962,1050500,-679000,3152.0386,,2,23.020077,239.79289286245586,270.4882507324219,-4.3977075,-3.018623,5.3340335,84.80793085870522,14.392968485879615
539,230500,-659000,20.706823,,2,23.225466,245.30695532645865,253.9578857421875,4.1682153,1.1931108,4.335612,19.572666272254633,14.362079135679735
3102,1860500,606000,1013.2361,,2,65.961174,261.12618115293424,272.3476867675781,-1.772425,18.549383,18.63387,55.133063445901556,14.359406610238501
141,2210500,-574000,2885.263,,2,188.91972,250.21270512508445,270.6781311035156,6.9295692,-2.3755171,7.3254356,79.98786154681606,14.381652718434651
8277,615500,746000,2629.4927,,2,28.971361,239.47348613589116,266.9281005859375,-0.49315703,0.6871673,0.8458148,74.00493881175449,14.845864628276162
5603,-444500,-1154000,387.50864,,3,180.9579,263.81946264200633,271.20001220703125,84.10747,-322.6408,333.4234,24.984177567940762,14.974358617669964
6825,1545500,-494000,3262.2532,,2,37.63751,238.84852963963417,269.3217468261719,2.539371,-2.9794846,3.9148095,85.02214761762681,14.443235649132685
2951,-1644500,101000,2112.2336,,2,343.04507,257.15109244659163,271.5406494140625,3.146427,1.305146,3.4063776,70.39024164714925,14.146787569034016
2105,-689500,101000,2228.3188,,2,98.08625,253.88743074391587,271.70745849609375,-0.8988299,11.636645,11.671307,72.19329004887189,14.742590905887907
1680,-214500,231000,2949.563,,2,67.48522,246.65007377190145,270.657470703125,-36.463497,30.608114,47.607178,80.61347869521579,14.282589904225388
3097,355500,-354000,2846.9897,,2,25.942781,242.32221326406702,270.6446228027344,-2.372346,-3.4562154,4.19207,80.75159159162594,14.47638066266919
187,1210500,-1304000,2764.1372,,2,46.42905,241.89380879852925,268.679931640625,-1.8350781,-4.2051554,4.58812,76.65707177539927,14.660831613275684
9081,1155500,1221000,2875.031,,2,45.832012,240.53079516919712,270.4908142089844,1.6772201,0.14092952,1.6831305,81.45796718051771,14.512599153881968
4303,1920500,-384000,2988.8345,,2,94.60124,242.70231191346898,269.33648681640625,6.901664,-0.76869625,6.9443398,80.65314492313614,14.455126040067523
297,1215500,1146000,3095.1196,,2,43.90211,242.17141241497637,270.57147216796875,1.6902626,-0.013257349,1.6903145,84.43255723641394,14.58647771352816
7875,110500,-549000,856.2543,,2,23.687845,246.6251467321647,269.08428955078125,-41.68907,-66.36569,78.37336,47.427498817860055,14.338223321086875
5099,-1039500,-214000,3238.9944,,2,203.9512,251.33186727873095,270.6907653808594,-3.9134417,-2.722512,4.7672944,85.53212868069562,14.483507522449184
7716,1590500,51000,2887.3306,,2,52.671253,240.2333737820276,268.596923828125,0.75385165,1.8202993,1.9702238,78.95696523056661,14.564989918155472
9683,-314500,-789000,507.40298,,3,62.385704,262.95127397539875,271.1499938964844,5.7121716,-10.47173,11.928371,29.62486205695517,14.559175677268811
570,2245500,-904000,1809.7668,46.205,2,534.5087,259.10972298193167,271.6807556152344,90.8649,-114.76121,146.37816,62.31751569437046,14.597615172626394
3141,-634500,636000,1069.8129,,3,100.5844,260.0198695849905,271.20001220703125,-98.76111,120.31841,155.66078,36.1343898809803,14.648805294533604
4372,920500,-729000,2831.9973,,2,19.281172,240.60929212041782,270.6932373046875,-5.055896,-5.4237857,7.414819,79.91644376376775,14.679176166354344
1008,1255500,91000,3187.531,,2,46.10175,238.44977441701303,267.93939208984375,1.558447,1.1807057,1.955204,82.90786687067816,14.641226316512393
147,1760500,-1914000,169.94275,,2,623.6664,,271.94183349609375,34.536293,-33.568806,48.162434,,
8441,630500,-719000,2815.2693,,2,21.682697,244.75817338641573,270.67584228515625,-10.376122,-4.873965,11.463832,79.44581964400241,14.435106446724237
416,-1274500,6000,1911.4161,,2,227.7584,250.9613678620226,271.51654052734375,-4.235974,-2.4499376,4.893431,67.34280054303944,14.68329593252364
1787,1790500,196000,2507.046,,2,73.69022,243.49858374804109,270.8200988769531,0.6839777,0.19227834,0.71049035,76.87779971781933,14.373815597246812
5180,460500,-269000,2789.2603,,2,31.674702,240.89618531689112,270.6299743652344,-1.0192976,-3.8257446,3.959203,79.46577188497564,14.598959568383906
6871,555500,-369000,3319.352,,2,30.049494,241.55187484040124,270.3113708496094,-9.138092,-5.4157677,10.622395,86.43724274139636,14.425555400531282
569,230500,786000,3546.6567,,2,34.60234,244.5429647824773,270.1364440917969,-16.451426,8.578565,18.553738,89.68350959333257,14.48788870760371
6507,30500,1596000,2536.0154,,2,61.117817,244.02646413302517,270.9961853027344,-0.6388752,0.19654918,0.6684258,77.2560513801523,14.589820902643226
2685,1840500,981000,1754.7825,,2,114.970726,249.94857139967513,269.7102355957031,-2.0589046,-12.823983,12.988212,62.62211502844375,14.202561815118694
4212,1915500,-929000,3027.689,,2,157.98235,247.33595443049643,270.6259765625,8.788744,-5.701207,10.475962,82.42632171547245,14.304878776254467
8195,2120500,1351000,460.9012,,2,411.50098,,268.152587890625,31.03266,35.218487,46.940044,,
5327,470500,1496000,2867.7417,,2,43.544594,239.85838440164002,270.357177734375,-1.4261436,-0.42679197,1.488636,81.03627894100903,14.501069830835384
4896,2445500,-349000,1541.5715,,2,374.64655,254.00641478141705,266.3788757324219,10.085463,5.487613,11.481744,54.935739927245855,14.347623475982816
737,240500,-734000,77.815704,,2,135.21194,249.31525428139457,249.92410278320312,-8.800535,-8.707322,12.3801,14.45453503301569,14.641122729659099
9795,-309500,-854000,463.3512,,3,68.49181,263.0097209163964,271.0408020019531,-4.3217716,2.3655763,4.926831,29.2509167926663,14.557668571917032
3568,1880500,-709000,4057.7136,,2,93.71371,244.2089269673715,269.7450256347656,12.678136,-8.669693,15.358994,96.04736187967596,14.456702025985352
