,x,y,thickness,snr,mask,smb,surf_temp,base_temp,vx,vy,v,snr_pred,snr_pred_std
9617,-314500,-194000,1380.1714,,2,124.751595,245.73419859449314,266.32232666015625,-1.9014742,-14.909984,15.030743,52.70426445259462,14.32034822093981
3298,595500,-1839000,1497.0477,,2,91.58972,255.50923659014225,271.5538330078125,-14.837092,-25.306515,29.335285,60.581308188497935,14.45172135527552
5172,-529500,961000,1630.6075,,2,40.294174,261.1123241960619,271.62261962890625,-367.5845,-238.60278,438.2347,60.71645992412063,14.551331302466183
3184,365500,2096000,746.28705,,2,508.82175,262.3382391068419,272.3651123046875,45.17971,30.050287,54.260723,48.68375974105079,14.457532354867205
1887,2335500,286000,1630.8229,,2,313.44852,255.70424035752382,271.8663330078125,32.97175,9.01996,34.18327,61.73511684396367,14.667747477438649
6319,1020500,-1464000,3445.3057,,2,48.094147,243.96151448600926,270.3293151855469,-1.0758879,-4.9598765,5.0752254,88.59162129439845,14.404660621105082
6656,535500,1351000,3470.0288,,2,38.974888,239.43199267844116,270.36614990234375,-0.70481056,1.1631212,1.3600032,90.09756224634516,14.405246515056321
5828,60500,-1274000,261.80484,,3,135.40108,265.2407683860023,271.20001220703125,-109.410484,-905.3161,911.90344,23.016191228896655,14.666130732700887
1404,1275500,-389000,3844.6025,,2,22.569006,236.96785416334666,270.243896484375,0.55478585,-1.8089588,1.8921202,95.46583164890072,14.145332544030703
2677,835500,1246000,2743.8652,,2,41.656635,239.97527828363528,266.8704528808594,0.97580785,2.0379896,2.2595582,75.39806865474971,14.534306911495028
3784,1895500,-1419000,2276.606,,2,400.9336,257.5882445999873,271.4075927734375,20.002848,-30.397459,36.38845,70.75850757205897,14.53894626262739
1324,-1229500,-494000,2759.9216,,2,443.29492,255.69796989100624,270.8824157714844,-42.178905,30.33907,51.956898,77.02836976242283,14.55137031835271
3593,-1019500,-1019000,1584.9119,,2,123.46398,254.81460824368924,271.9302062988281,0.42737898,3.7176898,3.7421744,63.7106406795677,14.486635603002826
8091,-889500,586000,711.2061,,3,102.518005,261.07996549230427,271.20001220703125,-274.11783,307.28262,411.78052,30.00499713811086,14.573817370163674
5347,475500,2056000,1041.173,,2,177.33562,263.2215233409919,272.0847473144531,-6.625384,76.53956,76.825775,53.63700581985633,14.786581731294367
388,720500,-309000,2968.4048,,2,25.092453,240.5702758843082,270.5545349121094,-3.1116524,-4.6589146,5.6024876,82.19192001524361,14.769603525813755
7814,595500,1561000,2909.754,,2,61.203754,241.04481859730905,270.5860290527344,-0.45111984,0.8082775,0.9256466,82.08173139649318,14.434512362339653
2936,-1149500,451000,447.8069,,2,257.54877,260.2601600549994,259.8745422363281,-1.471991,-0.5503228,1.5715001,33.02885279202313,14.63923119239543
2266,545500,-1539000,905.83545,58.363,2,71.75929,256.0075451453765,272.2823791503906,-50.108208,28.183117,57.490177,52.66790320086604,14.550878430713533
3964,2400500,-189000,1669.8949,,2,190.4744,254.70491378621423,271.64593505859375,9.572759,-0.4678379,9.584184,64.05420525583808,14.51592765331672
1822,795500,-979000,3019.8801,,2,27.24069,242.18619832985127,270.5695495605469,-13.962636,-0.7214667,13.981263,82.5269714044321,14.356241157477928
417,-1249500,766000,360.1443,,3,225.19096,263.5530065215905,271.20001220703125,-370.2422,1284.9602,1337.2367,23.435724380810683,14.752508643540713
9403,675500,116000,3268.8176,,2,25.965603,238.9099182809734,267.5111389160156,0.4188594,1.0081681,1.091717,83.95080137670962,14.45813610865892
6938,1050500,941000,3065.9973,,2,33.072113,238.21064514450737,269.65673828125,1.9700011,-1.2165112,2.315341,83.06782405417748,14.507122064067042
8467,-1364500,46000,1352.3738,,2,242.44182,255.5844047751869,271.6390380859375,-11.306751,12.772289,17.05796,58.59250798349542,14.588375446752016
2299,815500,-364000,2540.3062,,2,28.74768,240.41599144270768,266.81640625,-4.8670497,-3.7206466,6.1262865,71.316644945567,14.494454604657028
2455,-674500,-149000,1862.8346,,2,213.81018,250.38061428405655,271.2689208984375,3.3158803,4.509125,5.5970774,66.4388391292606,14.25624249653402
6550,100500,-1149000,334.2072,38.953,3,103.64506,264.4482123834407,271.20001220703125,-163.53487,-747.9577,765.6268,24.107229521477574,14.524828759823214
9592,-819500,-864000,1284.3541,,2,115.14055,261.03305311317234,271.8369140625,51.393017,-8.885091,52.15541,57.633154984686115,14.517710094828255
108,-1789500,286000,394.7319,,2,809.6006,262.15306681165464,267.23394775390625,3.4022927,-8.246262,8.920563,38.126525505352525,14.135197817741732
193,-1779500,581000,166.2606,,3,552.8405,267.05672645477455,271.75811767578125,-9.177384,-395.11163,395.2182,21.59145276696048,14.619218805460113
4713,2440500,66000,1519.8141,,2,314.51346,258.22922562178945,271.81109619140625,52.455082,7.715448,53.019466,59.92847059957359,14.131604015403019
2164,-1469500,-684000,256.28693,,2,1481.0204,262.5340944190592,271.65240478515625,-10.269003,2.1920767,10.500363,38.891797560808506,14.455188827416292
4085,405500,706000,2344.9475,,2,33.279552,243.45561944042024,270.00823974609375,-9.181018,-1.0545194,9.24138,72.10114966414534,14.392155826041718
431,-1444500,-949000,406.72684,,3,541.1306,267.14993190770326,271.1499938964844,-39.76765,-46.911724,61.499397,25.181172706945755,14.504819637837432
2389,-679500,-319000,2087.7234,,2,176.43135,257.811968652283,271.3681945800781,-16.20008,-18.29112,24.43374,68.54000036097588,14.56671123467717
3363,870500,316000,2671.8428,,2,24.888298,235.36741435118034,260.8932800292969,-0.20947292,-0.22419177,0.30682382,68.22438277784758,14.68059308167415
1806,1295500,1601000,1903.4058,,2,132.751,256.2315014371729,271.80047607421875,23.92696,24.652132,34.35443,66.47099649415624,14.564169258981542
5064,-34500,-474000,123.988304,,2,30.09287,246.2008451644718,259.7921142578125,0.8096821,-3.9129996,3.9958918,27.995699684137065,14.52463421733975
7653,1585500,-1634000,3619.6804,,2,203.38359,249.31819598173615,269.84454345703125,5.0854435,-22.908663,23.46633,88.94548243911224,14.561974351523476
7128,560500,991000,3274.572,,2,32.078896,240.48171522139256,270.3485107421875,-1.2563357,1.5676703,2.0089724,86.7874967786461,14.5483395748065
3402,1875500,-879000,3026.212,,2,126.00839,247.33680597533217,270.6427917480469,6.9180603,-4.804519,8.422765,82.72139285994373,14.56326679581176
5525,2490500,-714000,453.77515,,2,550.7668,,272.5960693359375,80.439674,-70.55343,106.99686,,
106,-289500,-404000,892.0551,,2,202.37352,264.2106313742728,270.1252136230469,-15.61929,0.1677066,15.620191,50.35650180041066,14.520481078944435
2929,850500,486000,3204.6526,,2,27.059767,236.1167738066205,268.91009521484375,2.1916616,1.9803249,2.9538224,84.12579844019399,14.436786247888437
278,1225500,1791000,852.49054,,2,289.23407,263.011346592901,269.6023864746094,-0.68118894,-4.7625666,4.811035,49.61434218198762,14.933633293953545
4296,1915500,-849000,2766.4749,75.635,2,136.7905,247.2386460797229,268.82952880859375,5.2332163,-5.5490165,7.6274595,76.74023110551833,14.599063957010685
2492,970500,-1914000,2160.5862,,2,255.48216,259.0395866527345,271.4910888671875,21.663673,-25.981918,33.82861,69.47586364031123,14.52883661138369
4112,1410500,571000,1854.2828,,2,71.037254,249.58890982633062,267.7409973144531,10.479988,-0.5844944,10.496275,62.57018340009897,14.279097553024176
943,1250500,-584000,3388.9946,,2,22.090801,237.68725472320253,270.28228759765625,-0.51075774,-2.5614402,2.611867,88.17379643728754,14.322614288581413
4682,-1059500,-129000,1927.3474,,2,201.24272,250.68237080857156,271.7496337890625,1.6399585,1.1102272,1.9804213,68.9019070267052,14.27706386350175
6440,1525500,-69000,2935.7668,,2,42.51087,237.15256197953258,266.58721923828125,-0.1921526,0.077472135,0.20718242,78.93764619563062,14.463050407591151
2416,2375500,191000,1728.7926,,2,294.22647,259.6881541648912,271.58966064453125,27.280712,-2.9359677,27.438244,62.95210486463087,14.436972574480837
3607,885500,-904000,3146.7217,,2,24.353966,241.85812132859556,270.41168212890625,-10.6813345,-3.9649553,11.3934965,83.83422689637776,14.645811780453759
5325,-529500,-494000,1149.473,,2,83.12177,261.7327907286397,271.8410949707031,133.94821,-116.489494,177.51599,54.50005208907625,14.637399041220846
6615,575500,-1039000,1926.3232,,2,34.071293,245.60592497696584,267.0434875488281,-5.964321,-0.5512616,5.9897428,62.71640527720936,14.441001439033878
9419,675500,1536000,2552.7441,,2,65.27922,241.28944420466343,269.95550537109375,-0.75565207,1.4687588,1.6517453,75.80243312705208,14.628002315945679
5923,500,1516000,2555.648,87.891,2,55.668804,244.3787714555157,271.0676574707031,-3.6821012,-0.8496957,3.7788692,77.2137014571962,14.485941974473487
493,-2214500,1141000,274.14746,,3,411.81802,269.3166490356283,271.42083740234375,300.09442,368.29913,475.0799,23.134147837582198,14.302682009220469
3187,-629500,906000,935.99915,,3,83.03933,262.04747525202447,271.20001220703125,-384.27295,-82.673615,393.06567,33.311632734822034,14.513723160538053
6172,-984500,-79000,2085.7244,,2,144.81415,250.55355529887606,271.5393371582031,3.0210557,2.1845052,3.7281148,70.38700914120923,14.430656919545319
6197,10500,146000,3218.791,,2,57.773445,242.98471514626294,270.3963928222656,-8.50453,1.2813178,8.600512,84.95790449443473,14.198087657070902
6302,1520500,1121000,2906.4895,,2,74.186104,243.93519400926857,270.618896484375,1.1740077,-2.771815,3.0101914,81.86421566019513,14.310280761355822
6470,25500,281000,3129.0042,,2,46.101547,243.1899374516733,270.4635925292969,-11.521125,5.019512,12.567093,83.602261451467,14.485500258916636
5634,985500,-39000,2913.023,,2,21.516993,236.88362863777652,268.6533508300781,-0.06814352,-0.20937702,0.22018692,81.35814225398852,14.398409563545703
30,1715500,-1879000,1157.7979,54.774,2,483.61487,,272.3569641113281,42.14139,-97.85101,106.53974,,
275,1215500,-1744000,3300.7698,,2,131.44427,249.40265374680695,270.90887451171875,-1.2458047,-39.338898,39.35862,85.44127448327407,14.615676539356702
9783,-809500,-819000,1668.2479,,2,107.657196,260.4649178814084,271.53692626953125,85.79655,-36.625084,93.286896,62.15095123558581,14.559019952363276
4617,-564500,-454000,1542.6606,,2,91.207535,261.6992708273788,271.5166015625,43.02032,-99.11091,108.04499,60.770219868381716,14.41655987104884
4533,-64500,-689000,602.64484,,3,136.39679,262.9983411808644,271.20001220703125,219.49106,-253.00607,334.94537,28.951211876000773,14.215092793578425
5044,-1044500,336000,1040.1864,,3,171.59625,260.46685321058055,271.6795349121094,-143.37596,28.702026,146.22063,35.8824395982638,14.422201660741857
5337,-529500,-84000,1560.188,,2,158.93073,246.3519556662299,268.2773742675781,-7.756537,17.755228,19.375551,57.254168107870846,14.271825683283051
8114,1610500,-439000,3116.5803,,2,43.93809,238.67628534331658,269.2911682128906,1.074534,-3.601433,3.7583165,82.76858473145168,14.285338523272191
5667,-14500,796000,2420.494,,2,50.38014,246.72872554945587,270.8011474609375,-20.859823,19.496094,28.55223,73.34484721131392,14.321582500652136
6124,1510500,-989000,3712.8362,,2,52.3896,240.86622642130686,269.93634033203125,1.0512676,-0.41894206,1.1316695,93.03967070405706,14.352266686572431
2548,330500,1391000,3080.1323,,2,41.96009,240.9293181523176,270.6888732910156,-0.9183093,0.6691974,1.1362734,84.758418431673,14.485881783762451
4937,455500,-699000,1742.7938,,2,23.458197,247.1675033793562,269.1846008300781,7.6752257,-20.04654,21.46562,61.41761688048225,14.573304207934564
2599,860500,1776000,215.99744,,2,238.46878,256.978848150274,260.5487060546875,3.218278,0.119258255,3.2204869,29.703423277823486,14.641140068055037
6146,510500,901000,2967.7698,,2,30.73761,240.28051840066013,270.5514221191406,-1.231418,1.3582274,1.83335,82.68629951442024,14.295434811805924
7258,1565500,836000,2015.5956,,2,85.74679,252.79435682750938,270.2928161621094,30.06344,-36.35158,47.172535,66.3244921404331,14.248418919120803
5573,980500,-1234000,2986.4668,,2,32.092464,242.07983263855226,270.6403503417969,-1.6173671,-3.051774,3.4538677,82.5058224446977,14.461108341870752
781,245500,-919000,353.2446,,3,154.43486,262.2783987288404,271.20001220703125,-3.2287986,-236.23277,236.25484,24.766958272181217,14.278561932237626
6403,1525500,116000,2845.3757,,2,52.268093,240.52839536102374,269.2610778808594,-0.92849743,3.3358307,3.4626398,78.89445836153503,14.60001378235268
794,1740500,161000,2591.532,,2,71.6051,242.91535294873466,270.8044738769531,1.8574357,1.3211085,2.279341,77.49917579640282,14.473330607615194
1339,-1229500,-569000,1441.1909,,2,449.35043,255.30881390107874,271.5822448730469,1.7953271,2.5308232,3.1029446,60.370630518437736,14.77536751056756
3620,1385500,531000,1172.1549,,2,72.45892,249.4598620771345,265.09771728515625,2.502753,-0.7602372,2.6156707,49.628759956581,14.085205051389107
9261,2175500,1081000,1032.4955,,2,202.59921,262.72762733627,272.3298645019531,15.371917,9.715739,18.184923,54.84800383415804,14.153036203551245
9346,1670500,-599000,3862.0889,,2,52.288853,239.98038755264966,269.8856506347656,3.9734862,-3.2665064,5.143798,94.59995398349841,14.334165695501309
3531,2380500,-524000,1390.5876,,2,193.18289,254.64646684521654,268.6405334472656,3.701742,0.52879685,3.7393208,56.7042644416985,14.25806046569437
2805,1345500,-394000,4024.4692,,2,23.548246,236.60501865015985,270.0954895019531,0.06598568,-2.5178216,2.518686,97.56908609840525,14.885027122582487
4825,-1054500,-529000,2493.0024,,2,152.01604,255.19246191125163,271.0042724609375,-2.3025832,-0.09930158,2.3047235,76.03018061046947,14.346639803028648
1379,-1729500,-304000,564.76324,,2,946.61194,264.8720494721324,268.3832702636719,11.655056,-23.36027,26.106369,40.064477392024244,14.624202878240409
2952,-1639500,181000,1763.4272,,2,504.983,257.713576517173,271.55804443359375,7.29386,7.01199,10.117726,63.89589660913811,14.611996274105147
4807,-549500,786000,1318.5636,,2,43.42843,260.2867901844076,272.0149230957031,-360.1901,-41.184345,362.537,56.56734596885821,14.42659316360929
353,-1454500,-1039000,292.15283,,2,802.63477,267.35840556612277,264.7977600097656,-5.189826,2.9147105,5.9522963,34.1853607215237,14.285414094368168
482,-1559500,-569000,275.31348,,3,1030.9915,263.60882141491413,271.2890930175781,-812.7066,276.4738,858.4461,20.4024365926874,14.756069283818277
1016,1255500,1551000,1566.4834,,2,127.2473,250.34004978460908,271.57159423828125,12.421449,14.1745825,18.847048,61.340605029292185,14.00123911613403
8872,145500,771000,2463.9163,,2,38.33056,244.04914619092227,270.6614685058594,-22.215296,8.52285,23.794083,73.71001903553835,14.170135873061014
9556,180500,1351000,2752.3145,,2,44.828728,243.51894341093163,270.8682861328125,-6.763583,-0.13775125,6.7649856,79.02066801998345,14.045939841025115
2589,1830500,171000,2589.7031,,2,81.21244,244.24144049746292,270.7259826660156,-1.5764859,1.986435,2.5359874,76.94945254764008,14.12410351322702
7653,2085500,351000,1583.546,,2,149.72348,251.24067456814117,269.37579345703125,6.5460763,4.1443024,7.747668,59.88122483636855,14.192743160008481
5715,530500,-1039000,931.106,43.692,2,31.355417,247.11052728852934,258.22003173828125,-1.5738685,1.0153569,1.8729687,38.61547920974516,14.614590800364715
3939,-594500,646000,754.71564,,2,96.681435,260.0198695849905,270.34832763671875,-4.536405,-8.332875,9.487665,49.123595777502395,14.509313938392932
6697,2035500,-854000,2813.89,,2,230.20146,250.2445219366739,270.7686462402344,22.903603,-20.083595,30.461874,78.40857310875691,14.401599502219899
6509,1530500,-414000,3196.6108,,2,35.7037,238.67628534331658,269.1947021484375,1.9376749,-1.8418688,2.6733994,84.39368511723096,14.356590085502967
8921,1150500,526000,2189.6782,,2,51.578125,243.14991484439412,263.2528991699219,2.7277753,1.8533707,3.297839,62.11187812140181,14.513149141572855
7942,1100500,1416000,1814.9955,,2,57.9081,244.05038480159243,264.8093566894531,0.6085527,1.9373189,2.0306504,58.81215361855382,14.540715311840206
573,770500,-2064000,96.496704,,2,883.15686,263.51824800965954,264.27374267578125,-83.873566,-31.887817,89.73075,28.288392281676703,14.232244354891114
2668,-664500,-709000,1264.5264,,2,76.94044,262.0148843087661,271.7331848144531,209.87157,-315.44583,378.88275,55.86974742180823,14.286855706963996
1436,775500,1451000,2266.5232,,2,67.03273,242.18844331169095,265.9152526855469,1.723423,-0.13584511,1.7287686,67.45904505905295,14.195344404818357
6437,-974500,356000,967.51764,,3,144.3902,260.56671619586126,271.3394470214844,-46.81775,71.3003,85.29733,35.05010048322329,14.452172247261899
1358,1270500,1341000,2562.4268,,2,63.027157,245.4305841539728,270.9896240234375,2.4988317,6.4815345,6.9465423,76.35132043549643,14.295357086136404
1187,835500,-1989000,1941.9524,,2,246.5148,258.8993139943401,271.70654296875,4.861,-9.977343,11.098499,67.35830849576958,14.0458895414011
2550,-1094500,-1174000,1012.65234,,2,674.46124,266.89090745130835,272.1812744140625,-74.720566,-210.16663,223.0542,51.01222954470595,14.44382718019873
1740,1350500,1671000,864.6257,,2,346.61185,264.57756978530443,272.1261291503906,207.15321,85.18515,223.98428,49.79365046569546,14.373041477268195
5046,1955500,-599000,3282.8723,,2,116.01146,244.93057250906705,270.27801513671875,5.9077806,-7.560072,9.594611,85.67989414318268,14.696040715388065
6338,-1839500,941000,21.53933,,2,389.10522,258.65747526099346,262.76300048828125,-2.5525684,0.5599206,2.613258,29.118697210301157,14.751403251080834
5097,-814500,921000,633.1777,,3,205.46661,262.7220535882543,271.20001220703125,-714.524,892.2817,1143.1146,28.159343784644296,14.397946606924942
6930,2055500,756000,593.9171,,3,229.08879,264.6089221178926,271.20001220703125,428.63586,-88.77906,437.73328,28.12406561964125,14.438219741489796
1584,780500,211000,2079.2375,,2,21.29269,237.6978603270657,260.430908203125,-0.6291244,0.1766335,0.65345,58.4092346716216,14.565728632558296
469,-1929500,526000,447.6201,,2,962.81415,,269.59930419921875,-9.919383,12.124241,15.664973,,
4323,-1384500,651000,436.62073,,3,227.31577,262.56041489579985,271.20001220703125,-74.41113,682.88983,686.932,24.906051573810913,14.600067653996769
3911,1900500,741000,830.5682,,3,12.960229,264.2248753969795,272.20013427734375,150.8476,-65.89013,164.61017,33.99467025933174,14.663460067036906
915,-1249500,-449000,2722.6167,,2,487.17163,255.80123905562988,270.8586730957031,-74.635254,-3.0605094,74.697975,75.49813220585969,14.582461792721771
900,1340500,-2024000,546.8854,,3,819.62744,264.33696966262795,266.8666687011719,-26.494896,-74.67725,79.23807,21.514652173168827,14.492779423529946
5855,-1869500,951000,150.68199,,2,364.0009,258.65747526099346,265.6919860839844,9.40462,-0.68897784,9.429824,33.996085917432524,14.430331726004301
5452,-1514500,126000,1991.4061,,2,531.42456,256.5067052454466,271.4462890625,5.497682,6.5515614,8.5526285,67.45536719888543,14.401489175834609
3699,-1394500,-859000,1024.3815,,2,1114.5555,263.1588960889825,272.3463439941406,-87.81951,-41.90688,97.30598,50.128354564243416,14.407396777655118
5253,-24500,-474000,23.348948,,2,30.09287,246.4110219125627,262.48681640625,-1.0993283,-2.4733527,2.706658,29.96297747047102,14.563084781203436
4303,-1359500,-384000,2786.5293,74.083,2,426.20233,257.05471305382065,270.8997802734375,-106.07587,-90.35417,139.34119,76.41381434002331,14.449414796475747
7856,-1389500,561000,501.0505,,3,323.08902,259.80713820239237,271.20001220703125,19.754124,106.34085,108.16008,27.388298993227973,14.678596810129687
8478,1125500,-1759000,2593.8945,,2,136.839,251.07802950451725,271.2156677246094,-1.770371,-10.949393,11.091593,76.73932244431813,14.405511755252677
347,-279500,-619000,613.92194,,2,63.194103,263.40839872585065,272.07666015625,0.29543886,8.623624,8.628683,49.42813595356885,14.36087341442972
3324,375500,-614000,1901.0477,,2,24.570248,246.19589072179116,270.94500732421875,-7.002143,-10.54802,12.660598,66.49933228857039,14.500336031511694
7479,1575500,-1264000,2997.832,,2,91.36831,242.20531938207168,265.4342956542969,1.2205122,-1.5581541,1.979266,76.85535646686695,14.493176739747433
2930,2350500,-519000,1578.35,,2,187.8494,254.64646684521654,265.5093078613281,4.9319143,0.57145584,4.964911,55.27293799875948,14.672696834785402
286,-784500,-799000,1633.7405,,2,94.9927,261.4848363551092,271.5745544433594,51.135487,-45.201466,68.24962,61.828866971386255,14.401407712720921
4209,1415500,1086000,2269.3623,,2,65.61886,243.8421433826736,269.08258056640625,3.1899667,-0.82182044,3.2941275,70.12614450856049,14.309721645075964
3283,365500,716000,2269.4358,,2,32.92121,244.0120652839847,270.24493408203125,-7.3672543,5.333663,9.095295,71.03143435746787,14.712242799427308
8469,-369500,466000,1406.8625,,2,38.6811,250.69073143059504,261.0040588378906,-2.9294097,-1.9397929,3.5134368,48.22183412727845,14.705798479148747
9004,-344500,-389000,824.0853,,2,175.4976,263.4858893059019,271.8367614746094,0.96004725,-17.633144,17.65926,51.43431197093055,14.51613460229469
5546,1980500,-599000,3765.2778,,2,121.15558,244.93057250906705,269.4574279785156,-1.446908,-3.1866412,3.4997466,92.34485997764268,14.302530421713026
2993,370500,-1229000,1.0,-4.3426,2,64.63593,254.66264619709537,257.34967041015625,-0.6658861,1.6677796,1.7957988,23.93398692498026,14.536962593876238
7435,85500,-714000,462.32697,,3,174.72253,263.25992027176653,271.26654052734375,20.723232,-297.92905,298.64893,26.428342685397133,14.452991110620692
9591,-814500,-174000,1285.8584,,2,133.75223,251.03034299371652,263.56121826171875,3.7940028,-1.0517267,3.9370782,49.319573537626155,14.391062116909968
8844,160500,-679000,6.132356,,2,207.49915,249.49493024173302,265.5414123535156,-7.394108,10.272754,12.6571045,31.705592125902303,14.532649295565163
5639,1985500,-1064000,2766.273,,2,237.49445,254.8317939667376,271.2099609375,31.212893,-8.386126,32.319836,78.44407842432051,14.756989667131798
2706,-624500,-1064000,997.4244,,2,152.16508,263.09603659747245,272.3705139160156,1.693852,-0.22408512,1.70861,56.441580476546825,14.489555130780696
238,-784500,-559000,1185.704,,2,79.060905,259.92209675521565,271.5165100097656,11.783077,-11.298998,16.32508,56.16251176461843,14.585737933094189
4085,1405500,206000,2813.7585,,2,53.14289,242.05072528780374,269.7503967285156,0.075384475,7.0400095,7.040413,78.5169069281461,14.304006282590027
5880,-424500,1206000,2103.0024,,2,109.397125,253.67075128980667,271.2939758300781,-4.833121,-3.3983226,5.90827,69.9896570865455,14.16141315880459
6444,1525500,-89000,2741.1616,,2,40.1188,237.15256197953258,264.8587341308594,0.81270325,0.73459625,1.0954992,73.1784597386464,14.616251028676013
57,1205500,-1654000,3385.8535,,2,98.87469,249.40265374680695,270.5253601074219,2.3381114,-9.80922,10.084025,87.82232326659926,14.469641826191742
7360,1070500,-1669000,3108.2256,,2,91.998024,248.3879219552874,270.6153564453125,0.9013815,-9.80823,9.849563,83.59744342902268,14.620856683597603
8508,-364500,676000,1502.2952,,2,54.19408,251.56944828789887,260.8238220214844,0.99384797,-0.042896494,0.99477327,50.3342731119571,14.372845472135339
5154,1460500,361000,3359.0195,,2,60.774895,246.67616200914145,270.3918762207031,7.3956356,22.91367,24.077618,86.3266955306687,14.541233645749813
1186,2260500,-299000,2178.592,,2,224.69223,250.39803224660545,267.33953857421875,13.864424,-8.904994,16.4779,65.07389876157737,14.552777972067256
6631,2035500,-1024000,2575.546,70.482,2,268.15753,254.87398414268955,271.3123474121094,32.179592,-16.918205,36.355904,75.61324320267495,14.413497649065937
1891,-199500,1951000,1320.0651,,2,126.3427,259.0521275857697,270.23809814453125,-20.504957,30.520212,36.768692,56.64021219462604,14.750651120097098
3171,860500,-724000,2531.1804,,2,17.005877,241.750749266127,270.9490966796875,-10.603595,-8.680889,13.703797,75.51475732246985,14.667017957405452
3329,-2019500,1021000,201.29185,,2,432.19373,268.0195914244817,267.3504943847656,-41.42456,86.69111,96.07988,34.79607395985465,14.388632536576855
7360,-349500,1301000,1971.6421,,2,75.3475,251.4459742867184,268.0639343261719,2.6912327,-3.3992248,4.335604,64.65881518195327,14.446409596800331
1040,1755500,-1069000,3053.512,,2,120.08795,246.88486790706156,269.4927062988281,5.451712,0.07045886,5.4521675,81.88743355591417,14.396492967581365
7047,65500,-689000,379.50494,,3,184.88478,258.4399442620485,271.20001220703125,39.576702,-119.34422,125.735275,25.938688916382112,14.35265017613004
4586,1430500,-1799000,1447.443,,2,184.5153,254.10217486885296,264.1509094238281,-3.1860132,-6.440821,7.18574,51.58142615301464,14.442378171365606
0,705500,1131000,3092.0234,,2,29.199774,238.238359058252,269.33599853515625,-0.5697272,-0.18399528,0.59870136,83.86236091474372,14.254242963561442
6098,1505500,-359000,3556.7935,,2,35.348644,237.09063144602516,270.10528564453125,-0.29605284,-2.0247002,2.04623,90.63179915699541,14.071451863291543
468,-1244500,741000,363.50128,,3,224.3345,263.4515952729721,271.20001220703125,-337.48154,1246.6292,1291.5022,23.5144881590398,14.357022439718731
1417,775500,-954000,2812.2021,,2,27.350065,242.97434178190048,270.6845703125,-14.535292,0.36068574,14.539766,78.79254184311446,14.408706009552416
4199,-504500,1611000,496.92862,,2,285.13104,262.23667303188967,268.59893798828125,-35.936344,-4.2330594,36.1848,42.16553914998035,14.425341599083078
3317,-629500,41000,474.2426,,2,120.82048,252.93006210905756,264.9655456542969,2.54979,1.2109841,2.822749,39.33934522073635,14.080033032528652
624,1235500,11000,3610.041,,2,37.345974,236.8549857660293,268.66180419921875,1.946114,1.1504662,2.260737,89.86834910640384,14.210653056775127
5713,990500,-934000,2558.899,,2,23.600056,241.57842755664257,270.5240478515625,-6.35509,-1.9391468,6.644356,75.44695919263262,14.472662700551503
8518,130500,541000,2927.2988,,2,39.438084,242.9145014038989,270.5519714355469,-2.8107967,2.65172,3.8642201,81.27087422786434,14.570934213342271
7457,-414500,946000,787.73444,,2,90.607216,253.49695873015145,255.6028289794922,-5.829287,4.3647423,7.282277,32.68503664381633,14.469394048721027
4588,-1064500,621000,479.86877,,3,150.35529,261.6810013199941,271.20001220703125,-365.63718,491.49667,612.5843,26.03635193725673,14.246235097806867
8527,-359500,1081000,1903.551,,2,80.79902,255.6414582791806,271.5417785644531,-158.49399,-142.92392,213.41881,65.1644915565641,14.446443603655016
6125,-989500,-529000,2526.629,,2,142.24835,256.2582863929149,270.9775390625,0.42109725,-4.7734265,4.7919645,75.8617439349532,14.449459020590371
9957,700500,1346000,3092.854,,2,42.88443,239.58263870119808,269.78857421875,0.5774903,-0.29086715,0.6466056,84.55603885367847,14.429531746153753
5229,-1529500,-259000,1296.4993,,2,795.2983,260.3979554920535,271.9283142089844,-64.76815,14.244935,66.31615,55.75832911352813,14.508602207281491
4377,460500,-1159000,36.18939,,2,96.69355,251.86563106439826,256.3382873535156,-2.6864123,-0.024858797,2.6865273,22.822259211697897,14.691201339009767
7485,575500,706000,2915.106,,2,32.31944,241.30244961669996,269.4613342285156,-1.1230502,2.0183067,2.3097196,80.5793389329916,14.453638995851167
6969,-1799500,836000,638.65607,,2,1031.861,263.7221542912328,269.24176025390625,-6.7250795,-28.482334,29.265509,42.58650726455405,14.736714381436864
7737,1590500,-1554000,2576.0667,,2,196.59901,246.74714988317442,262.5858154296875,0.37469587,-0.11193034,0.39105678,68.50049824033044,14.395927931865593
3660,1885500,1231000,2253.4355,,2,103.514915,250.34926195146832,268.8919677734375,0.21203868,0.29034913,0.35953167,71.46416680300398,14.386101860728537
2093,305500,166000,3037.7188,,2,37.40457,240.38417463111827,270.4679870605469,-4.2414556,-2.0694869,4.7193985,83.11428114750716,14.843443082493376
8650,-364500,-244000,618.287,,2,207.47978,246.68878035534362,257.5420837402344,11.253731,-0.39999726,11.260837,31.23795532169044,14.249232707105818
5936,2520500,-624000,983.84045,,2,414.52182,,272.2530212402344,11.281407,-9.445545,14.713547,,
6374,1020500,261000,1945.1152,,2,29.121862,236.09130487471552,255.21942138671875,0.73617923,1.4611689,1.6361462,49.878720088563796,14.222680173106594
1364,770500,-189000,3269.6978,,2,28.473007,239.6042369747588,270.2615966796875,-3.6374562,-4.52445,5.8053193,86.16764428079549,14.372516472748705
